6.489391326904296875e-01,1.007888793945312500e+00,2.450192653213889571e-07,6.802163720130920410e-01,9.670715928077697754e-01,-7.455514278262853622e-03,6.963868737220764160e-01,8.961409330368041992e-01,-6.515568587929010391e-03,7.069536447525024414e-01,8.409752249717712402e-01,-6.073672790080308914e-03,7.119624018669128418e-01,7.976376414299011230e-01,-4.820949863642454147e-03,6.624703407287597656e-01,8.414775133132934570e-01,1.219536270946264267e-02,6.600729227066040039e-01,7.786239385604858398e-01,1.361961103975772858e-02,6.580074429512023926e-01,7.409904599189758301e-01,1.216519158333539963e-02,6.561506986618041992e-01,7.131438255310058594e-01,1.088612154126167297e-02,6.389960050582885742e-01,8.452358841896057129e-01,1.273764204233884811e-02,6.326996088027954102e-01,7.816136479377746582e-01,1.548433396965265274e-02,6.291784644126892090e-01,7.418532967567443848e-01,1.247800514101982117e-02,6.266550421714782715e-01,7.077988386154174805e-01,1.004865206778049469e-02,6.194778084754943848e-01,8.569895029067993164e-01,1.095508132129907608e-02,6.137198209762573242e-01,8.012676835060119629e-01,1.196984853595495224e-02,6.106628179550170898e-01,7.724635004997253418e-01,1.026131026446819305e-02,6.081746816635131836e-01,7.482424974441528320e-01,8.839550428092479706e-03,6.049705147743225098e-01,8.754796385765075684e-01,7.789529860019683838e-03,5.987457036972045898e-01,8.267335295677185059e-01,8.234913460910320282e-03,5.942388772964477539e-01,8.008755445480346680e-01,9.293326176702976227e-03,5.918002724647521973e-01,7.790184020996093750e-01,1.028970349580049515e-02
6.706135272979736328e-01,8.267319798469543457e-01,2.325553367654720205e-07,6.318237781524658203e-01,8.110441565513610840e-01,-2.300372533500194550e-02,6.008441448211669922e-01,7.711529731750488281e-01,-4.022492095828056335e-02,5.820330381393432617e-01,7.339909076690673828e-01,-5.548229068517684937e-02,5.689884424209594727e-01,6.898329257965087891e-01,-7.177945971488952637e-02,6.215089559555053711e-01,6.707120537757873535e-01,-3.949755057692527771e-02,6.089369058609008789e-01,6.042178869247436523e-01,-6.503050029277801514e-02,6.012678742408752441e-01,5.618596673011779785e-01,-8.404666930437088013e-02,5.962430238723754883e-01,5.251969695091247559e-01,-9.761948138475418091e-02,6.486948728561401367e-01,6.589806079864501953e-01,-4.367524012923240662e-02,6.428382992744445801e-01,5.824368000030517578e-01,-6.870647519826889038e-02,6.383030414581298828e-01,5.331197977066040039e-01,-8.764187246561050415e-02,6.343253254890441895e-01,4.900490045547485352e-01,-1.013381555676460266e-01,6.752880215644836426e-01,6.663281917572021484e-01,-5.007972940802574158e-02,6.733177304267883301e-01,5.924857258796691895e-01,-7.544322311878204346e-02,6.696124672889709473e-01,5.473976135253906250e-01,-9.197194874286651611e-02,6.654019355773925781e-01,5.080077052116394043e-01,-1.031243279576301575e-01,7.009059190750122070e-01,6.895521879196166992e-01,-5.774713307619094849e-02,7.103647589683532715e-01,6.338433027267456055e-01,-8.155681192874908447e-02,7.146192789077758789e-01,5.963711738586425781e-01,-9.427855908870697021e-02,7.174323201179504395e-01,5.627039670944213867e-01,-1.028210148215293884e-01
6.821194291114807129e-02,7.767141461372375488e-01,3.945691844364773715e-07,1.064607650041580200e-01,7.173258662223815918e-01,-1.178345177322626114e-02,1.348899453878402710e-01,6.595258712768554688e-01,-1.675611548125743866e-02,1.600014418363571167e-01,6.203261613845825195e-01,-2.277631685137748718e-02,1.801993250846862793e-01,5.891936421394348145e-01,-2.876825630664825439e-02,1.114797443151473999e-01,5.969924330711364746e-01,3.866809420287609100e-03,1.218077689409255981e-01,5.335869789123535156e-01,-3.493784694001078606e-03,1.293298304080963135e-01,4.910526275634765625e-01,-1.228120364248752594e-02,1.355252861976623535e-01,4.555315375328063965e-01,-1.838963665068149567e-02,8.674541115760803223e-02,5.895424485206604004e-01,3.479809733107686043e-03,9.107954800128936768e-02,5.277342796325683594e-01,-2.082567894831299782e-03,9.512145817279815674e-02,4.897546172142028809e-01,-1.042040530592203140e-02,9.958556294441223145e-02,4.576008617877960205e-01,-1.647336967289447784e-02,6.215006485581398010e-02,5.889211893081665039e-01,1.219610421685501933e-04,6.251746416091918945e-02,5.287526249885559082e-01,-5.711262114346027374e-03,6.369657069444656372e-02,4.881492853164672852e-01,-1.210205722600221634e-02,6.569159030914306641e-02,4.554705023765563965e-01,-1.632953807711601257e-02,3.786523640155792236e-02,5.981200337409973145e-01,-5.062690470367670059e-03,2.982449159026145935e-02,5.396903157234191895e-01,-9.703245013952255249e-03,2.460600063204765320e-02,5.041723847389221191e-01,-1.192386820912361145e-02,2.108279988169670105e-02,4.706995785236358643e-01,-1.299642398953437805e-02
6.625626087188720703e-01,6.160016059875488281e-01,2.055472805295721628e-07,6.245161294937133789e-01,6.032406091690063477e-01,-1.511580497026443481e-02,5.945619344711303711e-01,5.532870292663574219e-01,-2.180906385183334351e-02,5.755637288093566895e-01,5.087056756019592285e-01,-2.737203054130077362e-02,5.576248168945312500e-01,4.761855602264404297e-01,-3.257961571216583252e-02,6.105981469154357910e-01,4.592444300651550293e-01,-1.002211775630712509e-02,5.959881544113159180e-01,3.968687951564788818e-01,-2.167851664125919342e-02,5.879229307174682617e-01,3.558310270309448242e-01,-3.200620785355567932e-02,5.825685262680053711e-01,3.214687407016754150e-01,-3.958426788449287415e-02,6.346738934516906738e-01,4.418956637382507324e-01,-1.209881436079740524e-02,6.260976195335388184e-01,3.669336438179016113e-01,-2.180456742644309998e-02,6.207729578018188477e-01,3.178926110267639160e-01,-3.146148845553398132e-02,6.165005564689636230e-01,2.780820429325103760e-01,-3.837506100535392761e-02,6.592464447021484375e-01,4.423023760318756104e-01,-1.663765870034694672e-02,6.553948521614074707e-01,3.679704070091247559e-01,-2.822428755462169647e-02,6.516708731651306152e-01,3.221502900123596191e-01,-3.638659045100212097e-02,6.476446986198425293e-01,2.835235893726348877e-01,-4.176646471023559570e-02,6.837128400802612305e-01,4.582638144493103027e-01,-2.256276272237300873e-02,6.905894875526428223e-01,4.027452170848846436e-01,-3.375609591603279114e-02,6.939447522163391113e-01,3.652992248535156250e-01,-3.846695274114608765e-02,6.958560943603515625e-01,3.314548134803771973e-01,-4.111553728580474854e-02
6.653299927711486816e-01,6.191120743751525879e-01,2.033096393461164553e-07,6.282685399055480957e-01,6.005663871765136719e-01,-1.208946108818054199e-02,5.989253520965576172e-01,5.498329401016235352e-01,-1.678544282913208008e-02,5.804612040519714355e-01,5.050317049026489258e-01,-2.095836587250232697e-02,5.625744462013244629e-01,4.744931459426879883e-01,-2.495974488556385040e-02,6.134536862373352051e-01,4.570959210395812988e-01,-5.345787387341260910e-03,5.994177460670471191e-01,3.938325643539428711e-01,-1.447927113622426987e-02,5.921714901924133301e-01,3.538080751895904541e-01,-2.292312309145927429e-02,5.879203677177429199e-01,3.199503719806671143e-01,-2.943376451730728149e-02,6.371616125106811523e-01,4.403227567672729492e-01,-8.000434376299381256e-03,6.293264031410217285e-01,3.653840422630310059e-01,-1.532004401087760925e-02,6.241121292114257812e-01,3.180782198905944824e-01,-2.349363453686237335e-02,6.198938488960266113e-01,2.795945703983306885e-01,-2.982205897569656372e-02,6.614865660667419434e-01,4.405644834041595459e-01,-1.297248993068933487e-02,6.579520702362060547e-01,3.667301535606384277e-01,-2.255056612193584442e-02,6.547279357910156250e-01,3.229864537715911865e-01,-2.978948503732681274e-02,6.512962579727172852e-01,2.856385111808776855e-01,-3.509426862001419067e-02,6.858905553817749023e-01,4.550429582595825195e-01,-1.917008310556411743e-02,6.942847967147827148e-01,4.005573987960815430e-01,-2.855840697884559631e-02,6.991925835609436035e-01,3.655632138252258301e-01,-3.268108889460563660e-02,7.028536200523376465e-01,3.340902030467987061e-01,-3.538436070084571838e-02
6.685911417007446289e-01,6.224441528320312500e-01,2.054068062307123910e-07,6.311749815940856934e-01,6.032514572143554688e-01,-1.187063194811344147e-02,6.022541522979736328e-01,5.521854758262634277e-01,-1.610588096082210541e-02,5.839955806732177734e-01,5.069354176521301270e-01,-1.991733722388744354e-02,5.659659504890441895e-01,4.768503010272979736e-01,-2.359646931290626526e-02,6.168978214263916016e-01,4.616743922233581543e-01,-3.930297680199146271e-03,6.036757230758666992e-01,3.980486989021301270e-01,-1.239399332553148270e-02,5.971781611442565918e-01,3.575444519519805908e-01,-2.040402963757514954e-02,5.936973094940185547e-01,3.238933682441711426e-01,-2.663788013160228729e-02,6.407681703567504883e-01,4.448673725128173828e-01,-6.464310921728610992e-03,6.340023875236511230e-01,3.688454627990722656e-01,-1.334961783140897751e-02,6.297594904899597168e-01,3.214716315269470215e-01,-2.130191959440708160e-02,6.267568469047546387e-01,2.836028337478637695e-01,-2.744329907000064850e-02,6.648992896080017090e-01,4.447497725486755371e-01,-1.138247270137071609e-02,6.619314551353454590e-01,3.710959851741790771e-01,-2.066165953874588013e-02,6.589036583900451660e-01,3.272093534469604492e-01,-2.804320119321346283e-02,6.561121344566345215e-01,2.903200387954711914e-01,-3.348531574010848999e-02,6.889632940292358398e-01,4.588014483451843262e-01,-1.752318255603313446e-02,6.976302266120910645e-01,4.062734246253967285e-01,-2.656072936952114105e-02,7.030035257339477539e-01,3.717997074127197266e-01,-3.076477348804473877e-02,7.074297070503234863e-01,3.407881259918212891e-01,-3.362686187028884888e-02
6.705992221832275391e-01,6.266477108001708984e-01,2.110839005808884394e-07,6.342041492462158203e-01,6.076145172119140625e-01,-1.262015942484140396e-02,6.058637499809265137e-01,5.576908588409423828e-01,-1.767937839031219482e-02,5.873656272888183594e-01,5.139199495315551758e-01,-2.218605950474739075e-02,5.697363018989562988e-01,4.820932447910308838e-01,-2.652943693101406097e-02,6.190875172615051270e-01,4.665335416793823242e-01,-5.630105268210172653e-03,6.057510375976562500e-01,4.039376676082611084e-01,-1.502015534788370132e-02,5.993884801864624023e-01,3.633761703968048096e-01,-2.345187030732631683e-02,5.964593291282653809e-01,3.299497365951538086e-01,-2.981386147439479828e-02,6.429193615913391113e-01,4.500550925731658936e-01,-7.996321655809879303e-03,6.360323429107666016e-01,3.754620254039764404e-01,-1.582524180412292480e-02,6.320890784263610840e-01,3.284809589385986328e-01,-2.424630522727966309e-02,6.295639276504516602e-01,2.904264926910400391e-01,-3.064444288611412048e-02,6.669149398803710938e-01,4.500819146633148193e-01,-1.277616433799266815e-02,6.639036536216735840e-01,3.780947923660278320e-01,-2.297042682766914368e-02,6.609278321266174316e-01,3.347891569137573242e-01,-3.088476322591304779e-02,6.581888794898986816e-01,2.980418205261230469e-01,-3.655689582228660583e-02,6.906859278678894043e-01,4.641772806644439697e-01,-1.876685768365859985e-02,6.995019316673278809e-01,4.114609658718109131e-01,-2.866903878748416901e-02,7.053670883178710938e-01,3.767270445823669434e-01,-3.341601788997650146e-02,7.101015448570251465e-01,3.453972339630126953e-01,-3.653943911194801331e-02
6.691456437110900879e-01,6.264751553535461426e-01,2.167182771017905907e-07,6.327497959136962891e-01,6.083531379699707031e-01,-1.315904408693313599e-02,6.045675873756408691e-01,5.582861900329589844e-01,-1.798426546156406403e-02,5.870931744575500488e-01,5.154642462730407715e-01,-2.212370745837688446e-02,5.704904198646545410e-01,4.829104244709014893e-01,-2.603217214345932007e-02,6.177731156349182129e-01,4.671501517295837402e-01,-5.547221284359693527e-03,6.045604348182678223e-01,4.056550562381744385e-01,-1.438146363943815231e-02,5.984903573989868164e-01,3.662741780281066895e-01,-2.240531891584396362e-02,5.957003235816955566e-01,3.333572745323181152e-01,-2.861905843019485474e-02,6.416701674461364746e-01,4.510721862316131592e-01,-7.491491734981536865e-03,6.349465250968933105e-01,3.785831630229949951e-01,-1.464903354644775391e-02,6.312764883041381836e-01,3.334688544273376465e-01,-2.267534844577312469e-02,6.290155053138732910e-01,2.966082692146301270e-01,-2.902121283113956451e-02,6.655923128128051758e-01,4.516873955726623535e-01,-1.196146756410598755e-02,6.626680493354797363e-01,3.811557888984680176e-01,-2.186539024114608765e-02,6.602069139480590820e-01,3.398175239562988281e-01,-2.982414141297340393e-02,6.579892039299011230e-01,3.036943078041076660e-01,-3.568471595644950867e-02,6.895434856414794922e-01,4.661643207073211670e-01,-1.771004498004913330e-02,6.985000371932983398e-01,4.140991568565368652e-01,-2.798490971326828003e-02,7.046133875846862793e-01,3.799166381359100342e-01,-3.331170976161956787e-02,7.097629308700561523e-01,3.477776646614074707e-01,-3.694335743784904480e-02
6.644413471221923828e-01,6.271306276321411133e-01,2.032990664702083450e-07,6.283171772956848145e-01,6.079970002174377441e-01,-1.119529269635677338e-02,5.995037555694580078e-01,5.576115846633911133e-01,-1.559181883931159973e-02,5.823596715927124023e-01,5.140889286994934082e-01,-1.960885711014270782e-02,5.657858848571777344e-01,4.832212924957275391e-01,-2.348886243999004364e-02,6.141762733459472656e-01,4.665053784847259521e-01,-4.833391867578029633e-03,6.015287637710571289e-01,4.060753881931304932e-01,-1.299113687127828598e-02,5.955728292465209961e-01,3.687574267387390137e-01,-2.058960311114788055e-02,5.920944213867187500e-01,3.370643556118011475e-01,-2.665274403989315033e-02,6.376940011978149414e-01,4.512956142425537109e-01,-7.636888884007930756e-03,6.319442987442016602e-01,3.799722194671630859e-01,-1.425808668136596680e-02,6.282094120979309082e-01,3.378714919090270996e-01,-2.185076847672462463e-02,6.251313686370849609e-01,3.027940690517425537e-01,-2.791564911603927612e-02,6.613872647285461426e-01,4.524421691894531250e-01,-1.262347027659416199e-02,6.580905318260192871e-01,3.823616206645965576e-01,-2.173558436334133148e-02,6.552167534828186035e-01,3.435069322586059570e-01,-2.871872857213020325e-02,6.522583365440368652e-01,3.092314004898071289e-01,-3.397741168737411499e-02,6.850527524948120117e-01,4.675369858741760254e-01,-1.873338222503662109e-02,6.938699483871459961e-01,4.147555530071258545e-01,-2.804860845208168030e-02,6.999264955520629883e-01,3.807715475559234619e-01,-3.243832662701606750e-02,7.049331665039062500e-01,3.490563035011291504e-01,-3.541899845004081726e-02
6.623654961585998535e-01,6.279385089874267578e-01,1.918141805390405352e-07,6.259827017784118652e-01,6.091962456703186035e-01,-9.859856218099594116e-03,5.966389179229736328e-01,5.578189492225646973e-01,-1.296642143279314041e-02,5.792486667633056641e-01,5.153809189796447754e-01,-1.585067249834537506e-02,5.628446936607360840e-01,4.863888919353485107e-01,-1.864190772175788879e-02,6.122592687606811523e-01,4.668812155723571777e-01,-2.456412184983491898e-03,5.993597507476806641e-01,4.069458842277526855e-01,-9.349445812404155731e-03,5.932707786560058594e-01,3.696509897708892822e-01,-1.627399213612079620e-02,5.898556709289550781e-01,3.380614519119262695e-01,-2.193147875368595123e-02,6.356823444366455078e-01,4.515041708946228027e-01,-5.436841398477554321e-03,6.295465826988220215e-01,3.802109658718109131e-01,-1.055568829178810120e-02,6.256187558174133301e-01,3.373162746429443359e-01,-1.737619563937187195e-02,6.225394010543823242e-01,3.020851016044616699e-01,-2.304574288427829742e-02,6.593804359436035156e-01,4.526838064193725586e-01,-1.056985277682542801e-02,6.561455130577087402e-01,3.830943703651428223e-01,-1.843955181539058685e-02,6.533407568931579590e-01,3.440204262733459473e-01,-2.507637999951839447e-02,6.504633426666259766e-01,3.097823858261108398e-01,-3.021914325654506683e-02,6.830556392669677734e-01,4.676953554153442383e-01,-1.676012948155403137e-02,6.917998790740966797e-01,4.143348336219787598e-01,-2.507709525525569916e-02,6.979695558547973633e-01,3.804911673069000244e-01,-2.906433865427970886e-02,7.031033635139465332e-01,3.488105833530426025e-01,-3.187979385256767273e-02
